id,organisation_id,project_id,permit_template_id,permit_status,starts_on,ends_on,created_on,modified_on,requested_by,approved_by,cancelled_by
17,2281,2,10,OPEN,2022-05-24 19:10:11,2022-05-25 00:10:11,2022-05-24 19:11:19,2022-05-24 19:17:19.000,4,109.0,
18,2281,2,30,REQUESTED,2022-05-29 17:22:22,2022-05-30 17:22:22,2022-05-29 17:23:37,2022-05-29 17:23:37.000,2,,
19,2281,1,30,CLOSED,2022-05-13 17:28:44,2022-05-14 17:28:44,2022-05-13 17:29:24,2022-05-14 17:29:24.000,21,110.0,
20,2281,3,10,CLOSED,2022-05-06 01:15:51,2022-05-06 06:15:51,2022-05-06 01:16:55,2022-05-06 06:16:55.000,3,112.0,
21,2281,1,40,REJECTED,2022-05-23 09:50:07,2022-05-24 21:50:07,2022-05-23 09:50:53,2022-05-23 10:16:48.200,29,,104.0
22,2281,1,20,OPEN,2022-05-27 08:26:05,2022-05-27 18:26:05,2022-05-27 08:27:19,2022-05-27 08:51:19.000,43,116.0,
23,2281,2,30,CLOSED,2022-05-08 20:27:20,2022-05-09 20:27:20,2022-05-08 20:28:12,2022-05-09 20:28:12.000,56,102.0,
24,2281,3,20,AWAITING_FINAL_SIGN_OFF,2022-05-01 01:41:54,2022-05-01 11:41:54,2022-05-01 01:42:45,2022-05-01 10:42:45.000,25,110.0,
25,2281,2,10,OPEN,2022-05-19 10:00:55,2022-05-19 15:00:55,2022-05-19 10:02:04,2022-05-19 10:08:04.000,99,116.0,
26,2281,2,40,CLOSED,2022-05-14 22:27:43,2022-05-16 10:27:43,2022-05-14 22:29:02,2022-05-16 10:29:02.000,70,119.0,
27,2281,3,30,CLOSED,2022-05-26 12:38:56,2022-05-27 12:38:56,2022-05-26 12:40:08,2022-05-27 12:40:08.000,76,108.0,
28,2281,1,20,OPEN,2022-05-05 05:08:00,2022-05-05 15:08:00,2022-05-05 05:08:55,2022-05-05 05:32:55.000,9,110.0,
29,2281,2,20,CLOSED,2022-05-18 17:26:35,2022-05-19 03:26:35,2022-05-18 17:27:21,2022-05-19 03:27:21.000,44,103.0,
30,2281,3,20,CLOSED,2022-05-01 14:02:37,2022-05-02 00:02:37,2022-05-01 14:03:55,2022-05-02 00:03:55.000,94,103.0,
31,2281,1,10,CLOSED,2022-05-28 06:23:53,2022-05-28 11:23:53,2022-05-28 06:25:15,2022-05-28 11:25:15.000,23,103.0,
32,2281,3,20,CLOSED,2022-05-25 08:31:26,2022-05-25 18:31:26,2022-05-25 08:31:57,2022-05-25 18:31:57.000,37,113.0,
33,2281,3,20,OPEN,2022-05-13 14:00:08,2022-05-14 00:00:08,2022-05-13 14:00:53,2022-05-13 14:24:53.000,60,110.0,
34,2281,3,30,OPEN,2022-05-29 21:02:35,2022-05-30 21:02:35,2022-05-29 21:03:08,2022-05-29 22:29:32.000,57,113.0,
35,2281,2,10,REQUESTED,2022-05-23 02:08:15,2022-05-23 07:08:15,2022-05-23 02:09:21,2022-05-23 02:09:21.000,13,,
36,2281,3,20,OPEN,2022-05-06 01:10:07,2022-05-06 11:10:07,2022-05-06 01:11:26,2022-05-06 01:35:26.000,22,104.0,
37,2281,4,20,CLOSED,2022-05-12 03:15:35,2022-05-12 13:15:35,2022-05-12 03:16:49,2022-05-12 13:16:49.000,50,117.0,
38,2281,3,30,OPEN,2022-05-24 23:07:24,2022-05-25 23:07:24,2022-05-24 23:08:07,2022-05-25 00:34:31.000,31,114.0,
39,2281,2,30,OPEN,2022-05-13 14:53:32,2022-05-14 14:53:32,2022-05-13 14:54:26,2022-05-13 16:20:50.000,40,118.0,
40,2281,2,10,CLOSED,2022-05-27 05:48:48,2022-05-27 10:48:48,2022-05-27 05:49:45,2022-05-27 10:49:45.000,52,119.0,
41,2281,3,20,CLOSED,2022-05-25 06:46:47,2022-05-25 16:46:47,2022-05-25 06:48:11,2022-05-25 16:48:11.000,48,113.0,
42,2281,2,20,CLOSED,2022-05-07 10:10:25,2022-05-07 20:10:25,2022-05-07 10:11:50,2022-05-07 20:11:50.000,7,104.0,
43,2281,4,20,CLOSED,2022-05-13 18:35:44,2022-05-14 04:35:44,2022-05-13 18:37:01,2022-05-14 04:37:01.000,97,109.0,
44,2281,3,20,OPEN,2022-05-19 01:37:04,2022-05-19 11:37:04,2022-05-19 01:37:45,2022-05-19 02:01:45.000,9,101.0,
45,2281,1,10,CLOSED,2022-05-20 19:00:21,2022-05-21 00:00:21,2022-05-20 19:01:05,2022-05-21 00:01:05.000,43,115.0,
46,2281,3,30,CLOSED,2022-05-24 06:05:32,2022-05-25 06:05:32,2022-05-24 06:06:10,2022-05-25 06:06:10.000,100,105.0,
47,2281,3,10,OPEN,2022-05-13 01:50:05,2022-05-13 06:50:05,2022-05-13 01:51:29,2022-05-13 01:57:29.000,42,101.0,
48,2281,2,40,OPEN,2022-05-24 17:06:11,2022-05-26 05:06:11,2022-05-24 17:06:49,2022-05-24 19:59:37.000,21,116.0,
49,2281,4,10,OPEN,2022-05-28 09:59:08,2022-05-28 14:59:08,2022-05-28 10:00:23,2022-05-28 10:06:23.000,93,103.0,
50,2281,2,30,CLOSED,2022-05-23 10:15:38,2022-05-24 10:15:38,2022-05-23 10:17:06,2022-05-24 10:17:06.000,7,111.0,
51,2281,3,30,CLOSED,2022-05-14 18:08:22,2022-05-15 18:08:22,2022-05-14 18:09:19,2022-05-15 18:09:19.000,79,113.0,
52,2281,2,40,OPEN,2022-05-14 10:12:39,2022-05-15 22:12:39,2022-05-14 10:13:10,2022-05-14 13:05:58.000,53,107.0,
53,2281,2,10,CLOSED,2022-05-20 12:04:39,2022-05-20 17:04:39,2022-05-20 12:06:06,2022-05-20 17:06:06.000,28,103.0,
54,2281,1,40,CLOSED,2022-05-03 15:16:43,2022-05-05 03:16:43,2022-05-03 15:17:39,2022-05-05 03:17:39.000,35,112.0,
55,2281,1,10,CLOSED,2022-05-16 12:59:57,2022-05-16 17:59:57,2022-05-16 13:01:22,2022-05-16 18:01:22.000,15,107.0,
56,2281,3,30,OPEN,2022-05-03 21:32:34,2022-05-04 21:32:34,2022-05-03 21:33:12,2022-05-03 22:59:36.000,65,117.0,
57,2281,1,20,CLOSED,2022-05-29 10:21:59,2022-05-29 20:21:59,2022-05-29 10:23:06,2022-05-29 20:23:06.000,46,118.0,
58,2281,4,10,CLOSED,2022-05-23 05:32:38,2022-05-23 10:32:38,2022-05-23 05:33:20,2022-05-23 10:33:20.000,40,111.0,
59,2281,4,20,REQUESTED,2022-05-24 18:25:38,2022-05-25 04:25:38,2022-05-24 18:26:25,2022-05-24 18:26:25.000,24,,
60,2281,3,10,OPEN,2022-05-30 17:13:35,2022-05-30 22:13:35,2022-05-30 17:14:41,2022-05-30 17:20:41.000,4,112.0,
61,2281,2,10,OPEN,2022-05-23 07:32:17,2022-05-23 12:32:17,2022-05-23 07:33:11,2022-05-23 07:39:11.000,41,113.0,
62,2281,2,30,OPEN,2022-05-01 00:45:47,2022-05-02 00:45:47,2022-05-01 00:46:32,2022-05-01 02:12:56.000,5,113.0,
63,2281,3,20,AWAITING_FINAL_SIGN_OFF,2022-05-10 16:06:46,2022-05-11 02:06:46,2022-05-10 16:07:41,2022-05-11 01:07:41.000,43,112.0,
64,2281,3,30,OPEN,2022-05-30 11:24:35,2022-05-31 11:24:35,2022-05-30 11:25:23,2022-05-30 12:51:47.000,70,116.0,
65,2281,1,10,CLOSED,2022-05-21 16:07:01,2022-05-21 21:07:01,2022-05-21 16:07:59,2022-05-21 21:07:59.000,77,106.0,
66,2281,1,10,OPEN,2022-05-05 13:35:35,2022-05-05 18:35:35,2022-05-05 13:36:24,2022-05-05 13:42:24.000,12,118.0,
67,2281,1,30,CLOSED,2022-05-25 02:05:34,2022-05-26 02:05:34,2022-05-25 02:07:01,2022-05-26 02:07:01.000,49,106.0,
68,2281,2,30,OPEN,2022-05-22 06:51:40,2022-05-23 06:51:40,2022-05-22 06:52:30,2022-05-22 08:18:54.000,40,106.0,
69,2281,2,10,OPEN,2022-05-19 00:12:36,2022-05-19 05:12:36,2022-05-19 00:13:55,2022-05-19 00:19:55.000,9,111.0,
70,2281,1,20,REQUESTED,2022-05-28 13:07:21,2022-05-28 23:07:21,2022-05-28 13:08:38,2022-05-28 13:08:38.000,40,,
71,2281,2,40,OPEN,2022-05-17 07:41:16,2022-05-18 19:41:16,2022-05-17 07:41:46,2022-05-17 10:34:34.000,74,105.0,
72,2281,3,20,AWAITING_FINAL_SIGN_OFF,2022-05-12 05:25:18,2022-05-12 15:25:18,2022-05-12 05:26:21,2022-05-12 14:26:21.000,68,113.0,
73,2281,2,30,CLOSED,2022-05-17 07:42:30,2022-05-18 07:42:30,2022-05-17 07:43:44,2022-05-18 07:43:44.000,89,109.0,
74,2281,1,20,REQUESTED,2022-05-15 15:34:48,2022-05-16 01:34:48,2022-05-15 15:35:23,2022-05-15 15:35:23.000,17,,
75,2281,3,10,REQUESTED,2022-05-07 22:09:25,2022-05-08 03:09:25,2022-05-07 22:10:25,2022-05-07 22:10:25.000,57,,
76,2281,3,40,OPEN,2022-05-08 04:55:49,2022-05-09 16:55:49,2022-05-08 04:56:26,2022-05-08 07:49:14.000,88,112.0,
77,2281,2,10,CLOSED,2022-05-11 12:39:21,2022-05-11 17:39:21,2022-05-11 12:40:12,2022-05-11 17:40:12.000,5,106.0,
78,2281,3,20,CLOSED,2022-05-23 13:16:57,2022-05-23 23:16:57,2022-05-23 13:18:12,2022-05-23 23:18:12.000,96,111.0,
79,2281,2,10,OPEN,2022-05-31 09:47:50,2022-05-31 14:47:50,2022-05-31 09:49:12,2022-05-31 09:55:12.000,83,102.0,
80,2281,3,10,CLOSED,2022-05-01 04:56:13,2022-05-01 09:56:13,2022-05-01 04:56:43,2022-05-01 09:56:43.000,4,113.0,
81,2281,1,20,REQUESTED,2022-05-11 04:47:50,2022-05-11 14:47:50,2022-05-11 04:48:58,2022-05-11 04:48:58.000,9,,
82,2281,2,20,CLOSED,2022-05-28 11:02:30,2022-05-28 21:02:30,2022-05-28 11:03:22,2022-05-28 21:03:22.000,25,119.0,
83,2281,1,10,CLOSED,2022-05-18 22:52:06,2022-05-19 03:52:06,2022-05-18 22:53:04,2022-05-19 03:53:04.000,99,108.0,
84,2281,3,30,OPEN,2022-05-24 16:32:34,2022-05-25 16:32:34,2022-05-24 16:33:29,2022-05-24 17:59:53.000,5,118.0,
85,2281,2,30,CLOSED,2022-05-29 10:54:57,2022-05-30 10:54:57,2022-05-29 10:55:50,2022-05-30 10:55:50.000,62,114.0,
86,2281,3,20,CLOSED,2022-05-26 11:15:34,2022-05-26 21:15:34,2022-05-26 11:16:40,2022-05-26 21:16:40.000,47,102.0,
87,2281,3,30,CLOSED,2022-05-19 22:24:41,2022-05-20 22:24:41,2022-05-19 22:25:55,2022-05-20 22:25:55.000,67,111.0,
88,2281,1,10,OPEN,2022-05-03 18:28:57,2022-05-03 23:28:57,2022-05-03 18:29:51,2022-05-03 18:35:51.000,97,116.0,
89,2281,2,10,OPEN,2022-05-06 12:05:18,2022-05-06 17:05:18,2022-05-06 12:06:31,2022-05-06 12:12:31.000,46,107.0,
90,2281,3,10,CLOSED,2022-05-22 13:37:07,2022-05-22 18:37:07,2022-05-22 13:38:21,2022-05-22 18:38:21.000,31,107.0,
91,2281,3,10,OPEN,2022-05-07 17:06:21,2022-05-07 22:06:21,2022-05-07 17:07:13,2022-05-07 17:13:13.000,77,104.0,
92,2281,2,10,CLOSED,2022-05-29 06:51:19,2022-05-29 11:51:19,2022-05-29 06:52:40,2022-05-29 11:52:40.000,29,108.0,
93,2281,2,20,CLOSED,2022-05-15 09:33:32,2022-05-15 19:33:32,2022-05-15 09:34:31,2022-05-15 19:34:31.000,44,104.0,
94,2281,1,40,OPEN,2022-05-21 21:26:06,2022-05-23 09:26:06,2022-05-21 21:27:13,2022-05-22 00:20:01.000,93,117.0,
95,2281,3,10,REQUESTED,2022-05-29 14:51:09,2022-05-29 19:51:09,2022-05-29 14:52:25,2022-05-29 14:52:25.000,39,,
96,2281,1,10,AWAITING_FINAL_SIGN_OFF,2022-05-09 10:34:15,2022-05-09 15:34:15,2022-05-09 10:34:59,2022-05-09 15:04:59.000,89,108.0,
97,2281,4,20,AWAITING_FINAL_SIGN_OFF,2022-05-10 04:11:50,2022-05-10 14:11:50,2022-05-10 04:12:25,2022-05-10 13:12:25.000,64,104.0,
98,2281,3,20,CLOSED,2022-05-14 22:10:48,2022-05-15 08:10:48,2022-05-14 22:11:49,2022-05-15 08:11:49.000,69,110.0,
99,2281,3,10,CLOSED,2022-05-23 10:18:23,2022-05-23 15:18:23,2022-05-23 10:19:51,2022-05-23 15:19:51.000,90,108.0,
100,2281,4,10,OPEN,2022-05-20 07:10:33,2022-05-20 12:10:33,2022-05-20 07:11:32,2022-05-20 07:17:32.000,84,112.0,
101,2281,2,10,CLOSED,2022-05-31 15:32:34,2022-05-31 20:32:34,2022-05-31 15:33:58,2022-05-31 20:33:58.000,27,105.0,
102,2281,2,10,CLOSED,2022-05-09 23:00:24,2022-05-10 04:00:24,2022-05-09 23:01:29,2022-05-10 04:01:29.000,100,103.0,
103,2281,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-05 03:05:47,2022-05-05 08:05:47,2022-05-05 03:07:11,2022-05-05 07:37:11.000,34,101.0,
104,2281,3,20,AWAITING_FINAL_SIGN_OFF,2022-05-30 21:19:46,2022-05-31 07:19:46,2022-05-30 21:20:23,2022-05-31 06:20:23.000,51,115.0,
105,2281,4,10,OPEN,2022-05-29 05:14:36,2022-05-29 10:14:36,2022-05-29 05:15:49,2022-05-29 05:21:49.000,46,104.0,
106,2281,3,30,CLOSED,2022-05-15 19:42:39,2022-05-16 19:42:39,2022-05-15 19:43:47,2022-05-16 19:43:47.000,43,106.0,
107,2281,4,10,CLOSED,2022-05-28 23:55:32,2022-05-29 04:55:32,2022-05-28 23:56:16,2022-05-29 04:56:16.000,15,106.0,
108,2281,2,30,OPEN,2022-05-20 18:04:41,2022-05-21 18:04:41,2022-05-20 18:05:36,2022-05-20 19:32:00.000,15,104.0,
109,2281,3,30,CLOSED,2022-05-04 10:36:23,2022-05-05 10:36:23,2022-05-04 10:37:52,2022-05-05 10:37:52.000,86,119.0,
110,2281,1,20,OPEN,2022-05-27 19:43:22,2022-05-28 05:43:22,2022-05-27 19:44:22,2022-05-27 20:08:22.000,23,111.0,
111,2281,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-02 20:40:09,2022-05-03 01:40:09,2022-05-02 20:41:24,2022-05-03 01:11:24.000,25,111.0,
112,2281,3,10,CLOSED,2022-05-05 03:23:08,2022-05-05 08:23:08,2022-05-05 03:24:21,2022-05-05 08:24:21.000,59,102.0,
113,2281,3,30,REQUESTED,2022-05-20 03:24:52,2022-05-21 03:24:52,2022-05-20 03:25:35,2022-05-20 03:25:35.000,90,,
114,2281,4,10,AWAITING_FINAL_SIGN_OFF,2022-05-26 16:11:55,2022-05-26 21:11:55,2022-05-26 16:12:52,2022-05-26 20:42:52.000,65,115.0,
115,2281,1,10,REQUESTED,2022-05-11 17:52:48,2022-05-11 22:52:48,2022-05-11 17:54:15,2022-05-11 17:54:15.000,48,,
116,2281,3,30,OPEN,2022-05-23 15:39:38,2022-05-24 15:39:38,2022-05-23 15:41:07,2022-05-23 17:07:31.000,39,101.0,
117,2281,3,40,REQUESTED,2022-05-08 00:49:45,2022-05-09 12:49:45,2022-05-08 00:50:21,2022-05-08 00:50:21.000,98,,
118,2281,3,10,REJECTED,2022-05-04 20:29:12,2022-05-05 01:29:12,2022-05-04 20:30:08,2022-05-04 20:31:56.000,26,,116.0
119,2281,3,10,OPEN,2022-05-09 04:00:47,2022-05-09 09:00:47,2022-05-09 04:01:55,2022-05-09 04:07:55.000,16,114.0,
120,2281,3,30,CLOSED,2022-05-23 12:34:53,2022-05-24 12:34:53,2022-05-23 12:35:33,2022-05-24 12:35:33.000,94,116.0,
121,2281,1,10,OPEN,2022-05-27 23:14:39,2022-05-28 04:14:39,2022-05-27 23:16:04,2022-05-27 23:22:04.000,10,103.0,
122,2281,3,10,CLOSED,2022-05-08 18:08:57,2022-05-08 23:08:57,2022-05-08 18:10:06,2022-05-08 23:10:06.000,9,106.0,
123,2281,2,20,OPEN,2022-05-15 07:31:27,2022-05-15 17:31:27,2022-05-15 07:32:38,2022-05-15 07:56:38.000,29,118.0,
124,2281,2,10,OPEN,2022-05-21 11:32:29,2022-05-21 16:32:29,2022-05-21 11:33:18,2022-05-21 11:39:18.000,3,113.0,
125,2281,3,40,OPEN,2022-05-05 00:14:37,2022-05-06 12:14:37,2022-05-05 00:15:33,2022-05-05 03:08:21.000,18,111.0,
126,2281,2,30,OPEN,2022-05-07 08:18:58,2022-05-08 08:18:58,2022-05-07 08:19:41,2022-05-07 09:46:05.000,39,110.0,
127,2281,3,30,OPEN,2022-05-10 23:25:48,2022-05-11 23:25:48,2022-05-10 23:27:16,2022-05-11 00:53:40.000,14,110.0,
128,2281,4,10,CLOSED,2022-05-24 01:31:12,2022-05-24 06:31:12,2022-05-24 01:32:08,2022-05-24 06:32:08.000,96,104.0,
129,2281,3,10,CLOSED,2022-05-07 10:30:07,2022-05-07 15:30:07,2022-05-07 10:31:05,2022-05-07 15:31:05.000,11,104.0,
130,2281,2,10,OPEN,2022-05-25 21:12:55,2022-05-26 02:12:55,2022-05-25 21:13:28,2022-05-25 21:19:28.000,72,116.0,
131,2281,2,20,REJECTED,2022-05-02 16:31:41,2022-05-03 02:31:41,2022-05-02 16:32:28,2022-05-02 16:33:04.000,87,,114.0
132,2281,1,10,REQUESTED,2022-05-19 12:23:30,2022-05-19 17:23:30,2022-05-19 12:24:17,2022-05-19 12:24:17.000,16,,
133,2281,1,30,OPEN,2022-05-14 14:52:20,2022-05-15 14:52:20,2022-05-14 14:53:46,2022-05-14 16:20:10.000,26,108.0,
134,2281,2,10,CLOSED,2022-05-20 00:31:08,2022-05-20 05:31:08,2022-05-20 00:31:54,2022-05-20 05:31:54.000,2,106.0,
135,2281,3,40,AWAITING_FINAL_SIGN_OFF,2022-05-24 12:08:07,2022-05-26 00:08:07,2022-05-24 12:08:57,2022-05-25 19:49:45.000,79,108.0,
136,2281,2,20,OPEN,2022-05-04 22:29:50,2022-05-05 08:29:50,2022-05-04 22:31:19,2022-05-04 22:55:19.000,63,112.0,
137,2281,2,10,OPEN,2022-05-18 01:50:14,2022-05-18 06:50:14,2022-05-18 01:50:49,2022-05-18 01:56:49.000,38,111.0,
138,2281,1,10,OPEN,2022-05-07 10:17:15,2022-05-07 15:17:15,2022-05-07 10:18:02,2022-05-07 10:24:02.000,28,118.0,
139,2281,2,10,CLOSED,2022-05-17 08:50:21,2022-05-17 13:50:21,2022-05-17 08:51:50,2022-05-17 13:51:50.000,65,112.0,
140,2281,2,10,OPEN,2022-05-02 08:59:13,2022-05-02 13:59:13,2022-05-02 09:00:03,2022-05-02 09:06:03.000,73,104.0,
141,2281,2,10,CLOSED,2022-05-14 11:14:42,2022-05-14 16:14:42,2022-05-14 11:15:26,2022-05-14 16:15:26.000,44,118.0,
142,2281,4,20,CLOSED,2022-05-24 06:14:42,2022-05-24 16:14:42,2022-05-24 06:15:54,2022-05-24 16:15:54.000,67,109.0,
143,2281,2,20,OPEN,2022-05-20 22:44:42,2022-05-21 08:44:42,2022-05-20 22:45:48,2022-05-20 23:09:48.000,67,109.0,
144,2281,3,20,REQUESTED,2022-05-19 09:31:45,2022-05-19 19:31:45,2022-05-19 09:32:37,2022-05-19 09:32:37.000,13,,
145,2281,3,20,CLOSED,2022-05-20 23:48:36,2022-05-21 09:48:36,2022-05-20 23:49:52,2022-05-21 09:49:52.000,13,108.0,
146,2281,1,20,CLOSED,2022-05-17 05:06:07,2022-05-17 15:06:07,2022-05-17 05:06:59,2022-05-17 15:06:59.000,70,114.0,
147,2281,2,10,CLOSED,2022-05-01 11:14:23,2022-05-01 16:14:23,2022-05-01 11:15:43,2022-05-01 16:15:43.000,77,112.0,
148,2281,3,20,OPEN,2022-05-30 13:52:26,2022-05-30 23:52:26,2022-05-30 13:53:02,2022-05-30 14:17:02.000,92,102.0,
149,2281,2,10,CLOSED,2022-05-30 00:02:16,2022-05-30 05:02:16,2022-05-30 00:03:33,2022-05-30 05:03:33.000,13,116.0,
150,2281,2,10,CLOSED,2022-05-20 17:52:09,2022-05-20 22:52:09,2022-05-20 17:53:36,2022-05-20 22:53:36.000,55,112.0,
151,2281,1,10,CLOSED,2022-05-23 23:14:38,2022-05-24 04:14:38,2022-05-23 23:15:23,2022-05-24 04:15:23.000,84,114.0,
152,2281,2,20,REQUESTED,2022-05-22 12:31:57,2022-05-22 22:31:57,2022-05-22 12:33:25,2022-05-22 12:33:25.000,21,,
153,2281,3,10,OPEN,2022-05-19 08:11:04,2022-05-19 13:11:04,2022-05-19 08:12:01,2022-05-19 08:18:01.000,55,112.0,
154,2281,1,40,AWAITING_FINAL_SIGN_OFF,2022-05-03 10:03:38,2022-05-04 22:03:38,2022-05-03 10:04:23,2022-05-04 17:45:11.000,96,101.0,
155,2281,3,10,CLOSED,2022-05-05 14:58:43,2022-05-05 19:58:43,2022-05-05 14:59:44,2022-05-05 19:59:44.000,72,104.0,
156,2281,3,20,CLOSED,2022-05-26 05:34:05,2022-05-26 15:34:05,2022-05-26 05:35:00,2022-05-26 15:35:00.000,42,108.0,
157,2281,2,10,CLOSED,2022-05-04 04:00:07,2022-05-04 09:00:07,2022-05-04 04:00:48,2022-05-04 09:00:48.000,92,110.0,
158,2281,1,30,CLOSED,2022-05-19 07:08:50,2022-05-20 07:08:50,2022-05-19 07:09:41,2022-05-20 07:09:41.000,69,104.0,
159,2281,2,10,AWAITING_FINAL_SIGN_OFF,2022-05-10 13:52:08,2022-05-10 18:52:08,2022-05-10 13:53:07,2022-05-10 18:23:07.000,43,111.0,
160,2281,4,30,CLOSED,2022-05-10 01:53:30,2022-05-11 01:53:30,2022-05-10 01:54:35,2022-05-11 01:54:35.000,51,119.0,
161,2281,3,20,OPEN,2022-05-14 08:41:51,2022-05-14 18:41:51,2022-05-14 08:42:32,2022-05-14 09:06:32.000,45,101.0,
162,2281,1,10,AWAITING_FINAL_SIGN_OFF,2022-05-22 07:37:04,2022-05-22 12:37:04,2022-05-22 07:38:00,2022-05-22 12:08:00.000,59,111.0,
163,2281,1,10,AWAITING_FINAL_SIGN_OFF,2022-05-11 16:57:43,2022-05-11 21:57:43,2022-05-11 16:58:33,2022-05-11 21:28:33.000,61,101.0,
164,2281,3,10,CLOSED,2022-05-09 10:28:27,2022-05-09 15:28:27,2022-05-09 10:29:43,2022-05-09 15:29:43.000,45,101.0,
165,2281,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-23 15:39:37,2022-05-23 20:39:37,2022-05-23 15:41:01,2022-05-23 20:11:01.000,7,101.0,
166,2281,3,10,REQUESTED,2022-05-19 03:47:24,2022-05-19 08:47:24,2022-05-19 03:48:35,2022-05-19 03:48:35.000,73,,
167,2281,3,20,OPEN,2022-05-18 12:23:27,2022-05-18 22:23:27,2022-05-18 12:23:57,2022-05-18 12:47:57.000,80,109.0,
168,2281,2,10,CLOSED,2022-05-16 01:21:11,2022-05-16 06:21:11,2022-05-16 01:21:59,2022-05-16 06:21:59.000,46,102.0,
169,2281,3,40,OPEN,2022-05-25 14:02:54,2022-05-27 02:02:54,2022-05-25 14:03:58,2022-05-25 16:56:46.000,55,112.0,
170,2281,2,10,CLOSED,2022-05-09 02:50:46,2022-05-09 07:50:46,2022-05-09 02:51:19,2022-05-09 07:51:19.000,51,114.0,
171,2281,2,10,OPEN,2022-05-27 10:04:22,2022-05-27 15:04:22,2022-05-27 10:05:31,2022-05-27 10:11:31.000,44,107.0,
172,2281,4,20,CLOSED,2022-05-09 20:19:15,2022-05-10 06:19:15,2022-05-09 20:19:56,2022-05-10 06:19:56.000,35,108.0,
173,2281,3,10,OPEN,2022-05-27 18:10:03,2022-05-27 23:10:03,2022-05-27 18:11:11,2022-05-27 18:17:11.000,40,105.0,
174,2281,2,10,OPEN,2022-05-13 13:16:19,2022-05-13 18:16:19,2022-05-13 13:16:59,2022-05-13 13:22:59.000,44,117.0,
175,2281,3,10,CLOSED,2022-05-25 22:46:37,2022-05-26 03:46:37,2022-05-25 22:47:22,2022-05-26 03:47:22.000,22,114.0,
176,2281,1,10,OPEN,2022-05-06 05:16:53,2022-05-06 10:16:53,2022-05-06 05:18:08,2022-05-06 05:24:08.000,27,102.0,
177,2281,2,10,OPEN,2022-05-22 21:20:42,2022-05-23 02:20:42,2022-05-22 21:21:33,2022-05-22 21:27:33.000,28,111.0,
178,2281,3,30,CLOSED,2022-05-21 19:10:34,2022-05-22 19:10:34,2022-05-21 19:11:40,2022-05-22 19:11:40.000,14,117.0,
179,2281,4,10,CLOSED,2022-05-28 00:15:31,2022-05-28 05:15:31,2022-05-28 00:16:07,2022-05-28 05:16:07.000,57,112.0,
180,2281,3,10,CLOSED,2022-05-22 01:33:43,2022-05-22 06:33:43,2022-05-22 01:34:49,2022-05-22 06:34:49.000,89,112.0,
