id,organisation_id,project_id,permit_template_id,permit_status,starts_on,ends_on,created_on,modified_on,requested_by,approved_by,cancelled_by
31,1764,3,10,REQUESTED,2022-05-23 18:08:07,2022-05-23 23:08:07,2022-05-23 18:08:46,2022-05-23 18:08:46.000,37,,
32,1764,2,40,REQUESTED,2022-05-18 18:43:55,2022-05-20 06:43:55,2022-05-18 18:45:22,2022-05-18 18:45:22.000,63,,
33,1764,1,20,CLOSED,2022-05-27 08:53:01,2022-05-27 18:53:01,2022-05-27 08:53:41,2022-05-27 18:53:41.000,4,102.0,
34,1764,1,10,CLOSED,2022-05-22 13:41:57,2022-05-22 18:41:57,2022-05-22 13:42:32,2022-05-22 18:42:32.000,81,117.0,
35,1764,2,10,OPEN,2022-05-15 01:47:31,2022-05-15 06:47:31,2022-05-15 01:48:49,2022-05-15 01:54:49.000,38,119.0,
36,1764,3,10,CLOSED,2022-05-28 02:51:00,2022-05-28 07:51:00,2022-05-28 02:52:25,2022-05-28 07:52:25.000,62,117.0,
37,1764,3,10,OPEN,2022-05-18 01:52:35,2022-05-18 06:52:35,2022-05-18 01:53:27,2022-05-18 01:59:27.000,24,110.0,
38,1764,3,30,OPEN,2022-05-06 11:51:50,2022-05-07 11:51:50,2022-05-06 11:52:53,2022-05-06 13:19:17.000,54,109.0,
39,1764,3,10,CLOSED,2022-05-20 15:51:01,2022-05-20 20:51:01,2022-05-20 15:51:31,2022-05-20 20:51:31.000,65,108.0,
40,1764,1,10,CLOSED,2022-05-17 10:39:43,2022-05-17 15:39:43,2022-05-17 10:40:55,2022-05-17 15:40:55.000,30,101.0,
41,1764,3,20,CLOSED,2022-05-28 14:19:09,2022-05-29 00:19:09,2022-05-28 14:20:12,2022-05-29 00:20:12.000,80,108.0,
42,1764,3,10,CLOSED,2022-05-24 17:09:19,2022-05-24 22:09:19,2022-05-24 17:10:27,2022-05-24 22:10:27.000,67,104.0,
43,1764,2,10,CLOSED,2022-05-14 17:43:09,2022-05-14 22:43:09,2022-05-14 17:44:20,2022-05-14 22:44:20.000,56,114.0,
44,1764,2,20,REQUESTED,2022-05-07 08:32:33,2022-05-07 18:32:33,2022-05-07 08:33:59,2022-05-07 08:33:59.000,48,,
45,1764,3,40,OPEN,2022-05-17 10:51:13,2022-05-18 22:51:13,2022-05-17 10:52:06,2022-05-17 13:44:54.000,99,114.0,
46,1764,2,20,AWAITING_FINAL_SIGN_OFF,2022-05-07 19:49:07,2022-05-08 05:49:07,2022-05-07 19:49:37,2022-05-08 04:49:37.000,37,118.0,
47,1764,3,20,CLOSED,2022-05-28 20:17:20,2022-05-29 06:17:20,2022-05-28 20:18:49,2022-05-29 06:18:49.000,24,104.0,
48,1764,2,40,CLOSED,2022-05-17 12:57:20,2022-05-19 00:57:20,2022-05-17 12:58:08,2022-05-19 00:58:08.000,98,111.0,
49,1764,2,10,REQUESTED,2022-05-19 10:34:17,2022-05-19 15:34:17,2022-05-19 10:35:09,2022-05-19 10:35:09.000,76,,
50,1764,2,10,OPEN,2022-05-02 20:04:01,2022-05-03 01:04:01,2022-05-02 20:05:15,2022-05-02 20:11:15.000,54,106.0,
51,1764,2,30,OPEN,2022-05-18 20:30:15,2022-05-19 20:30:15,2022-05-18 20:31:36,2022-05-18 21:58:00.000,16,103.0,
52,1764,2,20,CLOSED,2022-05-23 09:55:33,2022-05-23 19:55:33,2022-05-23 09:56:28,2022-05-23 19:56:28.000,71,106.0,
53,1764,3,10,OPEN,2022-05-08 16:05:09,2022-05-08 21:05:09,2022-05-08 16:06:35,2022-05-08 16:12:35.000,78,110.0,
54,1764,3,20,OPEN,2022-05-21 21:58:46,2022-05-22 07:58:46,2022-05-21 21:59:33,2022-05-21 22:23:33.000,78,117.0,
55,1764,2,30,CLOSED,2022-05-11 02:17:54,2022-05-12 02:17:54,2022-05-11 02:19:05,2022-05-12 02:19:05.000,99,117.0,
56,1764,3,20,CLOSED,2022-05-29 17:40:45,2022-05-30 03:40:45,2022-05-29 17:41:22,2022-05-30 03:41:22.000,87,116.0,
57,1764,2,30,OPEN,2022-05-11 16:26:11,2022-05-12 16:26:11,2022-05-11 16:27:00,2022-05-11 17:53:24.000,37,106.0,
58,1764,2,20,REQUESTED,2022-05-02 03:31:52,2022-05-02 13:31:52,2022-05-02 03:32:37,2022-05-02 03:32:37.000,83,,
59,1764,2,10,CLOSED,2022-05-05 13:57:08,2022-05-05 18:57:08,2022-05-05 13:58:08,2022-05-05 18:58:08.000,100,102.0,
60,1764,3,20,REJECTED,2022-05-11 18:59:58,2022-05-12 04:59:58,2022-05-11 19:00:40,2022-05-11 19:13:52.000,40,,119.0
61,1764,1,20,OPEN,2022-05-17 05:38:43,2022-05-17 15:38:43,2022-05-17 05:39:51,2022-05-17 06:03:51.000,11,110.0,
62,1764,2,10,CLOSED,2022-05-07 06:16:33,2022-05-07 11:16:33,2022-05-07 06:17:11,2022-05-07 11:17:11.000,39,102.0,
63,1764,4,20,CLOSED,2022-05-10 16:16:17,2022-05-11 02:16:17,2022-05-10 16:17:33,2022-05-11 02:17:33.000,25,115.0,
64,1764,2,10,REQUESTED,2022-05-11 23:36:02,2022-05-12 04:36:02,2022-05-11 23:36:49,2022-05-11 23:36:49.000,61,,
65,1764,4,20,OPEN,2022-05-08 06:24:11,2022-05-08 16:24:11,2022-05-08 06:24:45,2022-05-08 06:48:45.000,85,116.0,
66,1764,3,30,CLOSED,2022-05-12 04:45:47,2022-05-13 04:45:47,2022-05-12 04:46:18,2022-05-13 04:46:18.000,91,113.0,
67,1764,1,40,CLOSED,2022-05-08 13:16:36,2022-05-10 01:16:36,2022-05-08 13:17:11,2022-05-10 01:17:11.000,97,119.0,
68,1764,1,20,REJECTED,2022-05-24 03:03:03,2022-05-24 13:03:03,2022-05-24 03:03:51,2022-05-24 03:11:39.000,8,,108.0
69,1764,3,20,OPEN,2022-05-10 01:50:07,2022-05-10 11:50:07,2022-05-10 01:50:55,2022-05-10 02:14:55.000,57,108.0,
70,1764,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-27 04:41:15,2022-05-27 09:41:15,2022-05-27 04:42:17,2022-05-27 09:12:17.000,11,113.0,
71,1764,4,10,REQUESTED,2022-05-16 01:11:20,2022-05-16 06:11:20,2022-05-16 01:11:57,2022-05-16 01:11:57.000,63,,
72,1764,3,40,OPEN,2022-05-17 16:15:54,2022-05-19 04:15:54,2022-05-17 16:17:21,2022-05-17 19:10:09.000,99,108.0,
73,1764,4,40,CLOSED,2022-05-28 08:54:25,2022-05-29 20:54:25,2022-05-28 08:54:55,2022-05-29 20:54:55.000,63,118.0,
74,1764,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-10 13:26:49,2022-05-10 18:26:49,2022-05-10 13:27:20,2022-05-10 17:57:20.000,20,101.0,
75,1764,4,20,AWAITING_FINAL_SIGN_OFF,2022-05-14 12:48:24,2022-05-14 22:48:24,2022-05-14 12:49:00,2022-05-14 21:49:00.000,83,102.0,
76,1764,3,20,AWAITING_FINAL_SIGN_OFF,2022-05-01 12:21:13,2022-05-01 22:21:13,2022-05-01 12:21:46,2022-05-01 21:21:46.000,55,110.0,
77,1764,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-17 23:54:57,2022-05-18 04:54:57,2022-05-17 23:55:35,2022-05-18 00:01:35.000,96,108.0,
78,1764,1,40,CLOSED,2022-05-20 11:41:45,2022-05-21 23:41:45,2022-05-20 11:43:04,2022-05-21 23:43:04.000,93,119.0,
79,1764,3,30,OPEN,2022-05-30 10:34:20,2022-05-31 10:34:20,2022-05-30 10:35:45,2022-05-30 12:02:09.000,79,111.0,
80,1764,3,10,CLOSED,2022-05-01 20:23:21,2022-05-02 01:23:21,2022-05-01 20:24:33,2022-05-02 01:24:33.000,79,102.0,
81,1764,1,20,CLOSED,2022-05-12 18:16:52,2022-05-13 04:16:52,2022-05-12 18:17:59,2022-05-13 04:17:59.000,57,117.0,
82,1764,4,40,CLOSED,2022-05-21 21:43:43,2022-05-23 09:43:43,2022-05-21 21:44:17,2022-05-23 09:44:17.000,38,107.0,
83,1764,1,10,REQUESTED,2022-05-31 18:53:53,2022-05-31 23:53:53,2022-05-31 18:54:24,2022-05-31 18:54:24.000,29,,
84,1764,2,10,AWAITING_FINAL_SIGN_OFF,2022-05-11 16:22:37,2022-05-11 21:22:37,2022-05-11 16:23:40,2022-05-11 20:53:40.000,12,116.0,
85,1764,1,10,OPEN,2022-05-14 17:35:35,2022-05-14 22:35:35,2022-05-14 17:36:23,2022-05-14 17:42:23.000,88,118.0,
86,1764,2,10,AWAITING_FINAL_SIGN_OFF,2022-05-05 18:08:23,2022-05-05 23:08:23,2022-05-05 18:08:53,2022-05-05 22:38:53.000,34,106.0,
87,1764,3,10,OPEN,2022-05-04 21:45:50,2022-05-05 02:45:50,2022-05-04 21:46:48,2022-05-04 21:52:48.000,66,110.0,
88,1764,3,30,OPEN,2022-05-02 11:22:58,2022-05-03 11:22:58,2022-05-02 11:23:39,2022-05-02 12:50:03.000,9,107.0,
89,1764,3,10,OPEN,2022-05-17 14:24:10,2022-05-17 19:24:10,2022-05-17 14:24:56,2022-05-17 14:30:56.000,91,101.0,
90,1764,3,20,OPEN,2022-05-12 07:43:33,2022-05-12 17:43:33,2022-05-12 07:44:32,2022-05-12 08:08:32.000,44,113.0,
91,1764,4,30,OPEN,2022-05-29 16:01:41,2022-05-30 16:01:41,2022-05-29 16:03:03,2022-05-29 17:29:27.000,60,116.0,
92,1764,2,40,OPEN,2022-05-31 21:22:01,2022-06-02 09:22:01,2022-05-31 21:22:57,2022-06-01 00:15:45.000,83,108.0,
93,1764,4,20,CLOSED,2022-05-18 17:07:43,2022-05-19 03:07:43,2022-05-18 17:08:42,2022-05-19 03:08:42.000,61,118.0,
94,1764,1,20,CLOSED,2022-05-21 19:09:00,2022-05-22 05:09:00,2022-05-21 19:09:31,2022-05-22 05:09:31.000,70,112.0,
95,1764,4,20,REJECTED,2022-05-06 01:11:03,2022-05-06 11:11:03,2022-05-06 01:11:55,2022-05-06 01:16:43.000,10,,118.0
96,1764,1,10,CLOSED,2022-05-24 15:41:03,2022-05-24 20:41:03,2022-05-24 15:42:29,2022-05-24 20:42:29.000,71,109.0,
97,1764,3,30,OPEN,2022-05-16 08:45:29,2022-05-17 08:45:29,2022-05-16 08:46:27,2022-05-16 10:12:51.000,7,111.0,
98,1764,1,20,CLOSED,2022-05-06 06:58:10,2022-05-06 16:58:10,2022-05-06 06:59:06,2022-05-06 16:59:06.000,24,111.0,
99,1764,3,20,REQUESTED,2022-05-31 17:36:13,2022-06-01 03:36:13,2022-05-31 17:37:02,2022-05-31 17:37:02.000,88,,
100,1764,1,20,OPEN,2022-05-21 13:28:12,2022-05-21 23:28:12,2022-05-21 13:29:36,2022-05-21 13:53:36.000,64,117.0,
101,1764,2,10,CLOSED,2022-05-26 10:47:23,2022-05-26 15:47:23,2022-05-26 10:48:49,2022-05-26 15:48:49.000,42,111.0,
102,1764,2,10,CLOSED,2022-05-29 18:01:16,2022-05-29 23:01:16,2022-05-29 18:02:41,2022-05-29 23:02:41.000,72,114.0,
103,1764,3,20,CLOSED,2022-05-09 16:58:05,2022-05-10 02:58:05,2022-05-09 16:59:17,2022-05-10 02:59:17.000,64,101.0,
104,1764,3,10,OPEN,2022-05-08 16:38:25,2022-05-08 21:38:25,2022-05-08 16:39:06,2022-05-08 16:45:06.000,64,110.0,
105,1764,2,30,CLOSED,2022-05-08 12:36:34,2022-05-09 12:36:34,2022-05-08 12:37:10,2022-05-09 12:37:10.000,100,117.0,
106,1764,2,10,CLOSED,2022-05-30 12:31:04,2022-05-30 17:31:04,2022-05-30 12:32:05,2022-05-30 17:32:05.000,9,112.0,
107,1764,4,10,OPEN,2022-05-09 14:18:52,2022-05-09 19:18:52,2022-05-09 14:19:59,2022-05-09 14:25:59.000,3,102.0,
108,1764,1,20,OPEN,2022-05-03 21:24:46,2022-05-04 07:24:46,2022-05-03 21:25:34,2022-05-03 21:49:34.000,43,114.0,
109,1764,2,20,AWAITING_FINAL_SIGN_OFF,2022-05-16 11:53:05,2022-05-16 21:53:05,2022-05-16 11:53:40,2022-05-16 20:53:40.000,47,105.0,
110,1764,2,10,REQUESTED,2022-05-04 00:52:11,2022-05-04 05:52:11,2022-05-04 00:53:20,2022-05-04 00:53:20.000,9,,
111,1764,1,40,OPEN,2022-05-26 09:08:14,2022-05-27 21:08:14,2022-05-26 09:09:00,2022-05-26 12:01:48.000,99,112.0,
112,1764,3,30,CLOSED,2022-05-13 12:03:44,2022-05-14 12:03:44,2022-05-13 12:04:32,2022-05-14 12:04:32.000,54,115.0,
113,1764,4,20,CLOSED,2022-05-30 09:29:22,2022-05-30 19:29:22,2022-05-30 09:30:27,2022-05-30 19:30:27.000,94,108.0,
114,1764,3,40,OPEN,2022-05-20 14:54:30,2022-05-22 02:54:30,2022-05-20 14:55:09,2022-05-20 17:47:57.000,97,107.0,
115,1764,3,30,AWAITING_FINAL_SIGN_OFF,2022-05-05 12:44:13,2022-05-06 12:44:13,2022-05-05 12:44:53,2022-05-06 10:06:29.000,86,104.0,
116,1764,2,30,CLOSED,2022-05-14 14:55:34,2022-05-15 14:55:34,2022-05-14 14:56:45,2022-05-15 14:56:45.000,70,109.0,
117,1764,1,10,REQUESTED,2022-05-17 03:50:05,2022-05-17 08:50:05,2022-05-17 03:50:59,2022-05-17 03:50:59.000,25,,
118,1764,2,20,CLOSED,2022-05-27 13:18:45,2022-05-27 23:18:45,2022-05-27 13:19:46,2022-05-27 23:19:46.000,10,108.0,
119,1764,1,20,OPEN,2022-05-04 19:49:31,2022-05-05 05:49:31,2022-05-04 19:50:16,2022-05-04 20:14:16.000,73,106.0,
120,1764,3,20,OPEN,2022-05-02 06:25:27,2022-05-02 16:25:27,2022-05-02 06:26:02,2022-05-02 06:50:02.000,73,110.0,
121,1764,3,10,CLOSED,2022-05-05 05:04:57,2022-05-05 10:04:57,2022-05-05 05:05:45,2022-05-05 10:05:45.000,60,108.0,
122,1764,3,30,CLOSED,2022-05-26 19:59:28,2022-05-27 19:59:28,2022-05-26 20:00:18,2022-05-27 20:00:18.000,1,110.0,
123,1764,3,10,CLOSED,2022-05-12 23:40:02,2022-05-13 04:40:02,2022-05-12 23:40:51,2022-05-13 04:40:51.000,11,114.0,
124,1764,3,20,CLOSED,2022-05-18 00:19:51,2022-05-18 10:19:51,2022-05-18 00:20:22,2022-05-18 10:20:22.000,27,104.0,
125,1764,2,30,OPEN,2022-05-18 23:07:04,2022-05-19 23:07:04,2022-05-18 23:07:43,2022-05-19 00:34:07.000,48,108.0,
126,1764,3,10,REQUESTED,2022-05-08 19:38:14,2022-05-09 00:38:14,2022-05-08 19:39:41,2022-05-08 19:39:41.000,90,,
127,1764,4,20,CLOSED,2022-05-23 20:47:24,2022-05-24 06:47:24,2022-05-23 20:48:37,2022-05-24 06:48:37.000,6,111.0,
128,1764,2,20,OPEN,2022-05-01 06:28:45,2022-05-01 16:28:45,2022-05-01 06:29:18,2022-05-01 06:53:18.000,49,119.0,
129,1764,2,20,CLOSED,2022-05-13 06:47:49,2022-05-13 16:47:49,2022-05-13 06:48:19,2022-05-13 16:48:19.000,49,118.0,
130,1764,2,10,CLOSED,2022-05-03 22:52:31,2022-05-04 03:52:31,2022-05-03 22:53:28,2022-05-04 03:53:28.000,10,113.0,
131,1764,4,40,OPEN,2022-05-07 14:45:24,2022-05-09 02:45:24,2022-05-07 14:46:24,2022-05-09 02:46:24.000,51,116.0,
132,1764,2,10,OPEN,2022-05-07 19:01:41,2022-05-08 00:01:41,2022-05-07 19:03:10,2022-05-07 19:09:10.000,21,103.0,
133,1764,3,10,OPEN,2022-05-05 22:38:23,2022-05-06 03:38:23,2022-05-05 22:39:22,2022-05-06 03:39:22.000,4,107.0,
134,1764,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-14 18:34:31,2022-05-14 23:34:31,2022-05-14 18:35:36,2022-05-14 23:05:36.000,7,118.0,
135,1764,1,10,CLOSED,2022-05-26 02:28:03,2022-05-26 07:28:03,2022-05-26 02:29:04,2022-05-26 07:29:04.000,6,107.0,
136,1764,1,10,OPEN,2022-05-30 06:53:11,2022-05-30 11:53:11,2022-05-30 06:54:26,2022-05-30 07:00:26.000,23,119.0,
137,1764,3,20,OPEN,2022-05-13 22:08:31,2022-05-14 08:08:31,2022-05-13 22:09:22,2022-05-13 22:33:22.000,87,115.0,
138,1764,1,30,CLOSED,2022-05-10 18:04:42,2022-05-11 18:04:42,2022-05-10 18:05:23,2022-05-11 18:05:23.000,73,103.0,
139,1764,4,10,CLOSED,2022-05-24 11:10:05,2022-05-24 16:10:05,2022-05-24 11:11:04,2022-05-24 16:11:04.000,71,112.0,
140,1764,3,10,AWAITING_FINAL_SIGN_OFF,2022-05-22 09:51:15,2022-05-22 14:51:15,2022-05-22 09:52:12,2022-05-22 14:22:12.000,36,112.0,
141,1764,3,30,AWAITING_FINAL_SIGN_OFF,2022-05-07 16:51:26,2022-05-08 16:51:26,2022-05-07 16:52:48,2022-05-08 14:14:24.000,91,104.0,
142,1764,3,10,OPEN,2022-05-30 18:03:46,2022-05-30 23:03:46,2022-05-30 18:04:52,2022-05-30 18:10:52.000,63,116.0,
143,1764,1,30,CLOSED,2022-05-09 01:44:08,2022-05-10 01:44:08,2022-05-09 01:44:43,2022-05-10 01:44:43.000,88,107.0,
144,1764,4,30,OPEN,2022-05-10 14:58:49,2022-05-11 14:58:49,2022-05-10 15:00:16,2022-05-10 16:26:40.000,32,102.0,
145,1764,1,10,REQUESTED,2022-05-15 09:59:28,2022-05-15 14:59:28,2022-05-15 10:00:55,2022-05-15 10:00:55.000,10,,
146,1764,1,10,OPEN,2022-05-14 06:43:12,2022-05-14 11:43:12,2022-05-14 06:44:23,2022-05-14 06:50:23.000,34,113.0,
147,1764,2,30,OPEN,2022-05-31 10:51:56,2022-06-01 10:51:56,2022-05-31 10:52:55,2022-05-31 12:19:19.000,69,111.0,
148,1764,2,10,CLOSED,2022-05-09 01:08:55,2022-05-09 06:08:55,2022-05-09 01:10:08,2022-05-09 06:10:08.000,19,108.0,
149,1764,1,40,CLOSED,2022-05-10 07:11:42,2022-05-11 19:11:42,2022-05-10 07:12:13,2022-05-11 19:12:13.000,43,103.0,
150,1764,3,10,REQUESTED,2022-05-03 00:29:27,2022-05-03 05:29:27,2022-05-03 00:30:21,2022-05-03 00:30:21.000,51,,
151,1764,3,10,CLOSED,2022-05-04 06:00:26,2022-05-04 11:00:26,2022-05-04 06:01:29,2022-05-04 11:01:29.000,59,107.0,
152,1764,1,10,OPEN,2022-05-05 23:55:35,2022-05-06 04:55:35,2022-05-05 23:56:57,2022-05-06 00:02:57.000,47,109.0,
153,1764,3,30,OPEN,2022-05-20 23:50:10,2022-05-21 23:50:10,2022-05-20 23:51:09,2022-05-21 01:17:33.000,51,119.0,
154,1764,1,10,AWAITING_FINAL_SIGN_OFF,2022-05-05 02:08:40,2022-05-05 07:08:40,2022-05-05 02:09:31,2022-05-05 06:39:31.000,99,106.0,
155,1764,1,10,CLOSED,2022-05-28 12:07:04,2022-05-28 17:07:04,2022-05-28 12:07:48,2022-05-28 17:07:48.000,50,117.0,
156,1764,3,20,CLOSED,2022-05-10 17:44:40,2022-05-11 03:44:40,2022-05-10 17:45:24,2022-05-11 03:45:24.000,46,112.0,
157,1764,3,20,CLOSED,2022-05-13 17:55:17,2022-05-14 03:55:17,2022-05-13 17:56:24,2022-05-14 03:56:24.000,3,111.0,
158,1764,1,20,CLOSED,2022-05-15 12:31:34,2022-05-15 22:31:34,2022-05-15 12:32:58,2022-05-15 22:32:58.000,91,104.0,
159,1764,2,40,CLOSED,2022-05-17 21:11:37,2022-05-19 09:11:37,2022-05-17 21:12:09,2022-05-19 09:12:09.000,9,119.0,
160,1764,3,30,OPEN,2022-05-28 22:20:48,2022-05-29 22:20:48,2022-05-28 22:22:04,2022-05-28 23:48:28.000,45,111.0,
161,1764,3,30,OPEN,2022-05-17 05:51:02,2022-05-18 05:51:02,2022-05-17 05:52:24,2022-05-17 07:18:48.000,14,107.0,
162,1764,3,40,CLOSED,2022-05-15 00:56:16,2022-05-16 12:56:16,2022-05-15 00:56:47,2022-05-16 12:56:47.000,13,104.0,
163,1764,2,10,OPEN,2022-05-18 13:22:58,2022-05-18 18:22:58,2022-05-18 13:23:41,2022-05-18 13:29:41.000,67,117.0,
164,1764,4,20,CLOSED,2022-05-17 00:42:07,2022-05-17 10:42:07,2022-05-17 00:42:49,2022-05-17 10:42:49.000,80,110.0,
165,1764,3,10,REQUESTED,2022-05-29 17:15:14,2022-05-29 22:15:14,2022-05-29 17:16:06,2022-05-29 17:16:06.000,70,,
166,1764,1,10,REQUESTED,2022-05-05 09:21:03,2022-05-05 14:21:03,2022-05-05 09:22:20,2022-05-05 09:22:20.000,94,,
167,1764,2,20,REQUESTED,2022-05-25 10:36:19,2022-05-25 20:36:19,2022-05-25 10:37:04,2022-05-25 10:37:04.000,13,,
168,1764,1,30,CLOSED,2022-05-01 18:39:38,2022-05-02 18:39:38,2022-05-01 18:41:00,2022-05-02 18:41:00.000,50,101.0,
169,1764,3,20,AWAITING_FINAL_SIGN_OFF,2022-05-04 16:55:24,2022-05-05 02:55:24,2022-05-04 16:56:23,2022-05-05 01:56:23.000,54,113.0,
170,1764,2,20,OPEN,2022-05-04 02:02:20,2022-05-04 12:02:20,2022-05-04 02:03:28,2022-05-04 12:03:28.000,87,112.0,
171,1764,1,20,REQUESTED,2022-05-06 02:06:02,2022-05-06 12:06:02,2022-05-06 02:07:02,2022-05-06 02:07:02.000,18,,
172,1764,1,20,REJECTED,2022-05-09 01:57:36,2022-05-09 11:57:36,2022-05-09 01:58:22,2022-05-09 02:15:46.000,32,,103.0
173,1764,3,40,REJECTED,2022-05-06 22:33:21,2022-05-08 10:33:21,2022-05-06 22:34:19,2022-05-06 23:08:52.600,72,,101.0
174,1764,3,20,AWAITING_FINAL_SIGN_OFF,2022-05-31 14:37:10,2022-06-01 00:37:10,2022-05-31 14:38:28,2022-05-31 23:38:28.000,5,117.0,
175,1764,2,20,REQUESTED,2022-05-03 20:24:43,2022-05-04 06:24:43,2022-05-03 20:26:08,2022-05-03 20:26:08.000,66,,
176,1764,3,30,CLOSED,2022-05-31 11:46:27,2022-06-01 11:46:27,2022-05-31 11:47:00,2022-06-01 11:47:00.000,87,118.0,
177,1764,3,20,REQUESTED,2022-05-13 09:24:06,2022-05-13 19:24:06,2022-05-13 09:24:48,2022-05-13 09:24:48.000,60,,
178,1764,2,10,OPEN,2022-05-10 23:44:00,2022-05-11 04:44:00,2022-05-10 23:45:22,2022-05-10 23:51:22.000,41,115.0,
179,1764,4,30,OPEN,2022-05-29 16:58:14,2022-05-30 16:58:14,2022-05-29 16:59:36,2022-05-29 18:26:00.000,68,102.0,
180,1764,3,30,OPEN,2022-05-21 12:30:33,2022-05-22 12:30:33,2022-05-21 12:31:39,2022-05-21 13:58:03.000,92,104.0,
181,1764,2,20,OPEN,2022-05-19 23:09:53,2022-05-20 09:09:53,2022-05-19 23:10:27,2022-05-19 23:34:27.000,25,103.0,
