id,project_id,template_id,name,status,starts_on,ends_on,created_on,modified_on,extension_ends_on,requested_by,approved_by,rejected_by,canceled_by,initiated_by,location_id,organisation_id
14860,15486,3214,6d808e2a4881f27481c0fd102ebfce94,CLOSED,2022-06-24T08:01:30.502000+00:00,2022-06-24T11:00:00+00:00,2022-06-24T08:02:50.220959+00:00,2022-06-24T11:00:00.352378+00:00,NULL,167880,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
14657,15486,3214,96880659088899ccf811c7fd46ab7977,CLOSED,2022-06-23T07:02:18.735000+00:00,2022-06-23T15:00:00+00:00,2022-06-23T07:03:55.169818+00:00,2022-06-24T12:28:21.110025+00:00,NULL,167880,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
14480,15486,3214,407d4d1e1fddbb1d2705de6a25e7870b,CLOSED,2022-06-22T12:07:45.062000+00:00,2022-06-22T15:00:00+00:00,2022-06-22T12:11:19.509864+00:00,2022-06-24T06:31:46.118923+00:00,NULL,170203,93463,NULL,NULL,93463,ff1b-e7e1-4250,9476
14423,15486,3214,0724c0c8216d9e0b51775ddb16ba8f48,CLOSED,2022-06-22T08:29:34.509000+00:00,2022-06-22T15:00:00+00:00,2022-06-22T08:31:58.427685+00:00,2022-06-23T12:41:04.837838+00:00,NULL,168215,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
14387,15486,3214,10e3d4f8ae0e53cba84d25b9a32b5a15,CLOSED,2022-06-22T07:02:40.490000+00:00,2022-06-22T16:00:00+00:00,2022-06-22T07:04:53.420034+00:00,2022-06-23T06:40:55.778727+00:00,2022-06-22T16:00:00+00:00,173075,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
14476,15486,3214,97f79adcc268dd42c2229711bcc56c88,CLOSED,2022-06-22T12:05:35.761000+00:00,2022-06-22T15:00:00+00:00,2022-06-22T12:09:04.176483+00:00,2022-06-22T15:04:12.248382+00:00,NULL,63960,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
14393,15486,3214,978954a774d5b2e6ddda06322bb7951b,CLOSED,2022-06-22T07:09:53.665000+00:00,2022-06-22T09:00:00+00:00,2022-06-22T07:11:07.090295+00:00,2022-06-22T11:15:04.363481+00:00,NULL,170203,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
14256,15486,3214,58e9f6846e506f6007ef5f5b878c65ad,CLOSED,2022-06-21T13:31:46.334000+00:00,2022-06-21T15:00:00+00:00,2022-06-21T13:33:16.031449+00:00,2022-06-22T08:15:10.803026+00:00,NULL,170203,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
14151,15486,3214,5f66ff2ff0205eba079724a3ce8c0c42,CLOSED,2022-06-21T07:10:02.975000+00:00,2022-06-21T15:00:00+00:00,2022-06-21T07:12:34.089567+00:00,2022-06-21T15:00:29.236580+00:00,NULL,167700,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
13976,15486,3214,13d436bf501778d3948bd7d985954c35,CLOSED,2022-06-20T09:31:30.814000+00:00,2022-06-20T15:00:00+00:00,2022-06-20T09:33:31.532230+00:00,2022-06-21T08:59:28.731555+00:00,NULL,22952,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
13975,15486,3214,195f9c812826a09a2e8804039d5b22d3,CLOSED,2022-06-20T08:38:00.745000+00:00,2022-06-20T15:00:00+00:00,2022-06-20T09:26:21.531676+00:00,2022-06-21T06:07:37.730204+00:00,NULL,167880,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
13281,15486,3214,55065fb99b7e65ba3aaace75723f8242,CLOSED,2022-06-16T09:47:23.305000+00:00,2022-06-16T15:00:00+00:00,2022-06-16T09:50:40.413938+00:00,2022-06-17T11:22:21.063625+00:00,NULL,75305,93464,NULL,NULL,93464,ff1b-e7e1-4250,9476
7996,15486,1936,c88b1b717adf8ef5a253c12c96eba55d,CANCELLED,2022-05-11T07:38:14.445067+00:00,2022-05-11T14:00:00+00:00,2022-05-11T07:37:45.464023+00:00,2022-06-16T13:59:49.371237+00:00,NULL,75305,75305,NULL,75305,75305,NULL,9476
7903,15486,1936,ecb06a13f75ef22cc5d023065f265d52,CANCELLED,2022-05-10T08:30:14.759021+00:00,2022-05-10T14:00:00+00:00,2022-05-10T08:29:22.139279+00:00,2022-06-16T13:59:49.379215+00:00,NULL,75305,75305,NULL,75305,75305,NULL,9476
16356,10308,2731,eab2c1b7ea5737cae9ecbd657ced766c,CLOSED,2022-06-30T12:47:46.855000+00:00,2022-06-30T14:45:00+00:00,2022-06-30T12:50:02.014091+00:00,2022-06-30T14:08:03.833000+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
16333,10308,2731,050a82a2ca9cd8722b390111fce95f9d,CLOSED,2022-06-30T10:22:02.366000+00:00,2022-06-30T12:20:00+00:00,2022-06-30T10:23:55.108275+00:00,2022-06-30T12:46:59.284441+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
15717,10308,2731,cf3494129114f6f0e5a32a3264c12dd6,CLOSED,2022-06-28T11:14:16.231000+00:00,2022-06-28T13:10:00+00:00,2022-06-28T11:18:40.271695+00:00,2022-06-30T10:21:50.037071+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
14039,10308,2731,79384c83420ccfde9e3bf57cf9a9e13c,CLOSED,2022-06-20T13:59:59.905395+00:00,2022-06-20T14:55:00+00:00,2022-06-20T13:59:45.698757+00:00,2022-06-28T11:14:00.641635+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
9001,10308,2731,c28a016fafa50928b4178c2d82cb6b9e,CLOSED,2022-05-24T09:00:39.759234+00:00,2022-05-24T09:50:00+00:00,2022-05-24T09:00:28.200048+00:00,2022-06-16T13:59:49.398979+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8196,10308,2731,fc4fad049f28c482481fc8f8a8b9d80d,CLOSED,2022-05-13T15:22:13.256174+00:00,2022-05-13T16:20:00+00:00,2022-05-13T15:22:01.175227+00:00,2022-06-16T13:59:49.398516+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7929,10308,2731,f5529aa7eb7e4097c15001566a58e0c2,CLOSED,2022-05-10T15:19:03.976709+00:00,2022-05-10T16:55:00+00:00,2022-05-10T11:00:26.753903+00:00,2022-06-16T13:59:49.393964+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8132,10308,2731,a68225c74032c9d11f706d78044b2945,CLOSED,2022-05-12T14:58:29.442119+00:00,2022-05-12T15:50:00+00:00,2022-05-12T14:58:16.010146+00:00,2022-06-16T13:59:49.391930+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8317,10308,2731,06fb222f8bc1e204ffe915418a47f0ca,CLOSED,2022-05-17T09:34:37.818102+00:00,2022-05-17T10:30:00+00:00,2022-05-17T09:33:42.283658+00:00,2022-06-16T13:59:49.398984+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7631,10308,2731,435d667fa470d8bc138bffb0c55431b2,CLOSED,2022-05-06T12:38:12.844196+00:00,2022-05-06T13:20:00+00:00,2022-05-06T11:22:30.147971+00:00,2022-06-16T13:59:49.393035+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7927,10308,2731,2905d745167fd9858050d38048bbe0d2,CANCELLED,2022-05-10T10:38:16.647000+00:00,2022-05-10T16:30:00+00:00,2022-05-10T10:44:01.008687+00:00,2022-06-16T13:59:49.392963+00:00,NULL,48714,NULL,NULL,48714,48714,NULL,9476
8892,10308,2731,5797dd7685a1ff707fc92c9db219ce6b,CLOSED,2022-05-23T11:41:43.776362+00:00,2022-05-23T13:00:00+00:00,2022-05-23T11:03:46.325064+00:00,2022-06-16T13:59:49.385681+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8658,10308,2731,4a0eb809961ae15f7908d20a8c2acd6f,DISCARDED,2022-05-19T12:21:01.112000+00:00,2022-05-19T14:20:00+00:00,2022-05-19T12:25:04.321959+00:00,2022-06-16T13:59:49.385431+00:00,NULL,48714,NULL,NULL,NULL,48714,NULL,9476
8124,10308,2731,3ed2895e00ee0cfba3912d05400ddbb6,CLOSED,2022-05-12T12:56:55.629871+00:00,2022-05-12T13:50:00+00:00,2022-05-12T12:55:24.062518+00:00,2022-06-16T13:59:49.389963+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7627,10308,2731,c2ce27535da7f9b84a4a1414b69776a7,CLOSED,2022-05-06T12:43:40.767176+00:00,2022-05-06T13:00:00+00:00,2022-05-06T11:19:17.591420+00:00,2022-06-16T13:59:49.389857+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8194,10308,2731,8648078cd8bba9e4617b36d8389284d4,CLOSED,2022-05-13T13:45:58.429929+00:00,2022-05-13T14:40:00+00:00,2022-05-13T13:44:38.437204+00:00,2022-06-16T13:59:49.389201+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7526,10308,2731,20bbee1bffe32921de47aa50caf663a0,CLOSED,2022-05-05T12:53:34.728773+00:00,2022-05-05T13:00:00+00:00,2022-05-05T12:51:51.153737+00:00,2022-06-16T13:59:49.387918+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8035,10308,2731,a3444d157a5ff651dc763d431014c4ec,CLOSED,2022-05-11T14:46:51.178091+00:00,2022-05-11T15:40:00+00:00,2022-05-11T14:46:41.862143+00:00,2022-06-16T13:59:49.379612+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8034,10308,2731,587cff6ed743c75c7f7e8523f147689c,CLOSED,2022-05-11T14:02:07.830338+00:00,2022-05-11T16:00:00+00:00,2022-05-11T14:01:53.795751+00:00,2022-06-16T13:59:49.379420+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7639,10308,2731,01774533c81cc455163efa41ba6ec08c,CLOSED,2022-05-06T14:05:57.901001+00:00,2022-05-06T15:50:00+00:00,2022-05-06T13:54:34.807691+00:00,2022-06-16T13:59:49.378435+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7928,10308,2731,08a85c0a2b1c95936566e1149f80b2b1,CLOSED,2022-05-10T14:01:36.448711+00:00,2022-05-10T16:40:00+00:00,2022-05-10T10:54:57.509980+00:00,2022-06-16T13:59:49.377720+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8893,10308,2731,14098b21f31fd05e240bb95beea3d21c,CLOSED,2022-05-23T11:39:06.388792+00:00,2022-05-23T13:00:00+00:00,2022-05-23T11:05:50.985672+00:00,2022-06-16T13:59:49.385689+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7926,10308,2731,c5c121de1e234f6b9f7abcad7a8b11c9,DISCARDED,2022-05-10T10:30:55.151000+00:00,2022-05-11T16:00:00+00:00,2022-05-10T10:37:43.253166+00:00,2022-06-16T13:59:49.377407+00:00,NULL,48714,NULL,NULL,NULL,48714,NULL,9476
7532,10308,2731,d2eb1ee4ba1547f14e7483a07093447d,CLOSED,2022-05-05T13:37:41.617911+00:00,2022-05-05T14:20:00+00:00,2022-05-05T13:37:08.406781+00:00,2022-06-16T13:59:49.377162+00:00,2022-05-06T14:20:00+00:00,48714,48714,NULL,NULL,48714,NULL,9476
8913,10308,2731,b7f873a7fd86f9c26eded3d400c62827,CLOSED,2022-05-23T12:56:29.662117+00:00,2022-05-23T14:40:00+00:00,2022-05-23T12:46:42.166134+00:00,2022-06-16T13:59:49.385383+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
9023,10308,2731,345f012baad46e2cd1c3ea4d1758e2e9,CLOSED,2022-05-24T13:00:50.988657+00:00,2022-05-24T15:15:00+00:00,2022-05-24T12:20:59.072909+00:00,2022-06-16T13:59:49.384911+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8119,10308,2731,70417c1b1c2c89302d06dbe9403b3d45,CLOSED,2022-05-12T12:30:51.810584+00:00,2022-05-12T13:25:00+00:00,2022-05-12T12:30:37.666600+00:00,2022-06-16T13:59:49.384722+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
9024,10308,2731,43a2bb782237122267f56c60aac532b1,CLOSED,2022-05-24T12:40:35.362731+00:00,2022-05-24T15:20:00+00:00,2022-05-24T12:29:09.291103+00:00,2022-06-16T13:59:49.384704+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8118,10308,2731,9e49c7f8fab2be991ffb46f96c539f5c,CLOSED,2022-05-12T12:14:17.908823+00:00,2022-05-12T13:10:00+00:00,2022-05-12T12:14:07.655324+00:00,2022-06-16T13:59:49.384566+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
9352,10308,2731,04cf8f87c6e5dfa1f17e93fca8770d80,CLOSED,2022-05-27T12:14:52.993975+00:00,2022-05-27T12:50:00+00:00,2022-05-27T10:51:42.766372+00:00,2022-06-20T15:18:43.056053+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8037,10308,2731,fbb680dec0ae58944186a179b66d579a,CLOSED,2022-05-11T15:06:01.468393+00:00,2022-05-11T16:00:00+00:00,2022-05-11T15:05:50.600883+00:00,2022-06-16T13:59:49.370288+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7931,10308,2731,bb289a91e0bd12c3ed995192d45684e3,CLOSED,2022-05-10T14:58:31.739628+00:00,2022-05-10T16:10:00+00:00,2022-05-10T11:07:58.048469+00:00,2022-06-16T13:59:49.376957+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8179,10308,2731,eac3958b42a7d6b95b1e1b6b9b85c5af,CLOSED,2022-05-13T10:17:17.841309+00:00,2022-05-13T11:00:00+00:00,2022-05-13T10:17:02.163591+00:00,2022-06-16T13:59:49.384967+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7610,10308,2731,1f2285e7776ceceb8e1c730fb4025166,CLOSED,2022-05-06T08:09:10.956854+00:00,2022-05-06T08:35:00+00:00,2022-05-06T08:08:51.320590+00:00,2022-06-16T13:59:49.374635+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
9353,10308,2731,55daaac4922a216e123d2210925bfe08,CLOSED,2022-05-27T11:37:47.685232+00:00,2022-05-27T12:50:00+00:00,2022-05-27T10:55:21.677442+00:00,2022-06-20T15:18:38.462279+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8039,10308,2731,16a6fc6d96732ae9e9f5876bd8b22501,CLOSED,2022-05-11T15:24:14.041817+00:00,2022-05-11T16:20:00+00:00,2022-05-11T15:24:03.596728+00:00,2022-06-16T13:59:49.371605+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8110,10308,2731,7f48d07956ac63233c2ccaf366704540,CLOSED,2022-05-12T11:40:26.302617+00:00,2022-05-12T12:35:00+00:00,2022-05-12T11:40:05.757029+00:00,2022-06-16T13:59:49.369269+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8113,10308,2731,a45db51b663bb35fc946b9bbef64e778,CLOSED,2022-05-12T11:59:13.675033+00:00,2022-05-12T12:50:00+00:00,2022-05-12T11:59:00.177298+00:00,2022-06-16T13:59:49.398496+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
8193,10308,2731,b4e125369ae691e29098375a76702e68,CLOSED,2022-05-13T14:03:17.376187+00:00,2022-05-13T16:25:00+00:00,2022-05-13T13:28:42.044565+00:00,2022-06-16T13:59:49.389722+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
9350,10308,2731,cd1bed5078ccfcbf8423fa9821aace08,CLOSED,2022-05-27T11:15:09.535581+00:00,2022-05-27T14:15:00+00:00,2022-05-27T10:49:44.642229+00:00,2022-06-16T13:59:49.369700+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
7638,10308,2731,005aa9aa88f2a7fe288e2b611ef0c7b1,CLOSED,2022-05-06T14:21:01.101063+00:00,2022-05-06T15:30:00+00:00,2022-05-06T13:51:01.086964+00:00,2022-06-16T13:59:49.393007+00:00,NULL,48714,48714,NULL,NULL,48714,NULL,9476
15404,10310,1936,dd6b49b2b051092155405ce1d827c0d9,CLOSED,2022-06-27T07:30:00+00:00,2022-06-27T07:30:00+00:00,2022-06-27T07:03:26.044951+00:00,2022-06-27T17:35:29.835695+00:00,NULL,106001,54510,NULL,NULL,106001,NULL,9476
14155,10310,1936,d668640c30613c0879fc0ed2de5df93c,CLOSED,2022-06-21T07:30:00+00:00,2022-06-21T14:30:00+00:00,2022-06-21T07:15:12.359916+00:00,2022-06-27T08:25:27.811165+00:00,NULL,106001,54510,NULL,NULL,106001,NULL,9476
13919,10310,1936,7da49af02ed59d8d4e7484169b83963a,CLOSED,2022-06-20T07:30:00+00:00,2022-06-20T14:30:00+00:00,2022-06-20T06:49:37.762346+00:00,2022-06-21T07:11:51.517126+00:00,NULL,106001,54510,NULL,NULL,106001,NULL,9476
13232,10310,1936,84929eb663410934480b3be9e1199245,CLOSED,2022-06-16T07:30:00+00:00,2022-06-16T14:30:00+00:00,2022-06-16T07:16:51.943239+00:00,2022-06-16T17:50:38.558151+00:00,NULL,106001,54510,NULL,NULL,106001,NULL,9476
5000,10310,3142,9a1c00b1d05a2dbda84c4fe44d366514,CANCELLED,2022-03-04T11:17:34.322269+00:00,2022-04-03T23:00:00+00:00,2022-03-04T11:17:11.042153+00:00,2022-06-16T15:47:28.528061+00:00,2022-04-03T23:00:00+00:00,48878,48878,NULL,54510,48878,NULL,9476
5082,10310,1936,23c7815f109ddb8cdff635fed181cc39,CLOSED,2022-03-08T11:15:01.249462+00:00,2022-03-08T15:00:00+00:00,2022-03-08T11:14:14.608137+00:00,2022-06-16T13:59:49.398831+00:00,NULL,54510,54510,NULL,NULL,54510,NULL,9476
4778,10310,1936,8985d6f4f53cc7e9e620d15d62c8f2f5,CLOSED,2022-02-25T11:16:01.360448+00:00,2022-02-25T11:55:00+00:00,2022-02-25T11:02:40.627473+00:00,2022-06-16T13:59:49.397695+00:00,NULL,48878,54509,NULL,NULL,48878,NULL,9476
7991,10310,1936,58b627ef7c9078d55ecca89d6f6de2aa,CLOSED,2022-05-11T08:36:12.098501+00:00,2022-05-11T14:30:00+00:00,2022-05-11T07:21:19.662475+00:00,2022-06-16T13:59:49.397501+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
8059,10310,1936,199a3ae7c2fa8496114795b74939e4b6,CLOSED,2022-05-12T08:45:21.881189+00:00,2022-05-12T14:30:00+00:00,2022-05-12T07:08:50.679852+00:00,2022-06-16T13:59:49.393657+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
7603,10310,1936,ff3957a1ba3276a855642a90f3e6daa8,CLOSED,2022-05-06T08:28:10.916556+00:00,2022-05-06T11:15:00+00:00,2022-05-06T07:24:03.298972+00:00,2022-06-16T13:59:49.392445+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
5270,10310,3142,4d723fd78bfbc5842e6a40d78ba1c4d4,CANCELLED,2022-03-11T15:47:27.910838+00:00,2022-04-18T11:00:00+00:00,2022-03-11T15:46:46.447314+00:00,2022-06-16T13:59:49.390354+00:00,2022-04-18T11:00:00+00:00,54510,54510,NULL,54510,54510,NULL,9476
7480,10310,1936,ac73d3bfddcbf4385394ac974276ab7f,CLOSED,2022-05-05T07:29:40.734737+00:00,2022-05-05T14:30:00+00:00,2022-05-05T07:25:42.649908+00:00,2022-06-16T13:59:49.388209+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
7900,10310,1936,5c7e1e2de73f0e3916e158e5c5f0832c,CLOSED,2022-05-10T08:45:18.437614+00:00,2022-05-10T14:00:00+00:00,2022-05-10T08:12:42.496841+00:00,2022-06-16T13:59:49.387408+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
12802,10310,1936,adda9cc970c675721ec1abc2ff694a82,CLOSED,2022-06-14T09:12:22.651412+00:00,2022-06-14T14:30:00+00:00,2022-06-14T09:05:51.868158+00:00,2022-06-16T13:59:49.382107+00:00,NULL,106001,54510,NULL,NULL,106001,NULL,9476
11984,10310,1936,a1a64bcccb1152da4b09846abca4ec7c,CLOSED,2022-06-10T07:12:55.375471+00:00,2022-06-10T12:00:00+00:00,2022-06-10T07:08:30.260247+00:00,2022-06-16T13:59:49.381395+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
11991,10310,1936,2090d8d6f43fb43452bf62a8f4eda7bc,CLOSED,2022-06-10T08:52:13.004453+00:00,2022-06-10T14:30:00+00:00,2022-06-10T07:12:53.814344+00:00,2022-06-16T13:59:49.380889+00:00,NULL,106001,54510,NULL,NULL,106001,NULL,9476
5068,10310,3142,f7e2b374541b3d809355ac9d2542964f,CLOSED,2022-03-08T08:33:56.495050+00:00,2022-03-14T08:05:00+00:00,2022-03-08T08:32:05.141807+00:00,2022-06-16T13:59:49.380135+00:00,NULL,54510,48878,NULL,NULL,54510,NULL,9476
10499,10310,1936,5c4339e64fadc3a73e24c5909f1ec493,CLOSED,2022-06-07T08:06:21.666964+00:00,2022-06-07T15:45:00+00:00,2022-06-07T07:55:54.488407+00:00,2022-06-16T13:59:49.379869+00:00,NULL,106001,54510,NULL,NULL,106001,NULL,9476
7426,10310,1936,c6ec942edd80c6158b0fea3425856b95,CLOSED,2022-05-04T11:59:00.114688+00:00,2022-05-04T14:30:00+00:00,2022-05-04T11:56:28.295583+00:00,2022-06-16T13:59:49.378592+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
10987,10310,1936,bd7f64e67ea8e9d49211e91fcf8d3d6e,CLOSED,2022-06-09T08:38:37.664209+00:00,2022-06-09T14:30:00+00:00,2022-06-09T08:03:17.957530+00:00,2022-06-16T13:59:49.376459+00:00,NULL,77655,54510,NULL,NULL,77655,NULL,9476
10271,10310,1936,dc65d4b69f8dc3f32a97035f02ef3cd7,CLOSED,2022-06-06T07:41:35.591723+00:00,2022-06-06T14:30:00+00:00,2022-06-06T07:35:56.744876+00:00,2022-06-16T13:59:49.373361+00:00,NULL,110780,54510,NULL,NULL,110780,NULL,9476
